timestamp_ns,device_name,rssi
40732459000,2-lvl-node-1,-68
40737756000,2-lvl-node-2,-64
40742035000,2-lvl-node-2,-63
40746353000,2-lvl-node-1,-69
40771265000,2-lvl-node-3,-75
40839077000,2-lvl-node-1,-60
40843754000,2-lvl-node-2,-62
40883035000,2-lvl-node-3,-65
40888554000,2-lvl-node-3,-66
40938703000,2-lvl-node-1,-67
40944153000,2-lvl-node-2,-59
40983052000,2-lvl-node-3,-72
40987382000,2-lvl-node-3,-71
41051979000,2-lvl-node-2,-57
41083029000,2-lvl-node-3,-72
41148450000,2-lvl-node-1,-63
41160816000,2-lvl-node-2,-55
41166382000,2-lvl-node-2,-80
41184997000,2-lvl-node-3,-78
41258397000,2-lvl-node-1,-60
41263783000,2-lvl-node-2,-63
41300383000,2-lvl-node-3,-57
41362357000,2-lvl-node-1,-63
41367423000,2-lvl-node-2,-59
41399256000,2-lvl-node-3,-56
41403527000,2-lvl-node-3,-55
41469770000,2-lvl-node-1,-73
41474128000,2-lvl-node-2,-68
41501152000,2-lvl-node-3,-57
41579413000,2-lvl-node-2,-59
41585139000,2-lvl-node-1,-69
41609359000,2-lvl-node-3,-63
41688831000,2-lvl-node-2,-60
41693347000,2-lvl-node-1,-62
41711865000,2-lvl-node-3,-68
41717360000,2-lvl-node-3,-69
41790055000,2-lvl-node-2,-71
41795547000,2-lvl-node-1,-70
41824175000,2-lvl-node-3,-72
41921213000,2-lvl-node-3,-78
41925580000,2-lvl-node-3,-82
42002441000,2-lvl-node-1,-66
42007306000,2-lvl-node-2,-65
42012807000,2-lvl-node-2,-78
42017254000,2-lvl-node-1,-67
42033090000,2-lvl-node-3,-76
42103276000,2-lvl-node-2,-60
42107611000,2-lvl-node-2,-59
42114378000,2-lvl-node-1,-76
42133065000,2-lvl-node-3,-74
42223041000,2-lvl-node-1,-77
42227435000,2-lvl-node-1,-75
42233880000,2-lvl-node-3,-70
42238136000,2-lvl-node-3,-69
42309304000,2-lvl-node-2,-58
42314692000,2-lvl-node-1,-74
42338661000,2-lvl-node-3,-63
42344078000,2-lvl-node-3,-64
42418340000,2-lvl-node-1,-77
42445266000,2-lvl-node-3,-68
42523022000,2-lvl-node-2,-59
42529502000,2-lvl-node-1,-71
42548639000,2-lvl-node-3,-58
42619444000,2-lvl-node-2,-62
42643146000,2-lvl-node-1,-69
42647634000,2-lvl-node-1,-68
42739332000,2-lvl-node-1,-64
42743832000,2-lvl-node-1,-65
42758478000,2-lvl-node-3,-63
42762805000,2-lvl-node-3,-80
42833005000,2-lvl-node-2,-68
42837486000,2-lvl-node-2,-67
42842915000,2-lvl-node-1,-75
42847276000,2-lvl-node-1,-74
42873063000,2-lvl-node-3,-73
42877399000,2-lvl-node-3,-81
42942771000,2-lvl-node-1,-72
42947366000,2-lvl-node-2,-71
42969770000,2-lvl-node-3,-77
43051521000,2-lvl-node-1,-76
43055958000,2-lvl-node-1,-77
43060307000,2-lvl-node-2,-70
43064612000,2-lvl-node-2,-71
43152013000,2-lvl-node-2,-62
43157504000,2-lvl-node-1,-72
43193078000,2-lvl-node-3,-70
43260090000,2-lvl-node-2,-68
43264651000,2-lvl-node-1,-77
43270134000,2-lvl-node-1,-78
43293004000,2-lvl-node-3,-72
43373461000,2-lvl-node-2,-63
43377841000,2-lvl-node-2,-62
43383371000,2-lvl-node-1,-72
43402193000,2-lvl-node-3,-87
43406501000,2-lvl-node-3,-84
43468860000,2-lvl-node-2,-57
43495249000,2-lvl-node-3,-75
43583386000,2-lvl-node-2,-59
43587728000,2-lvl-node-2,-58
43592121000,2-lvl-node-1,-62
43596539000,2-lvl-node-1,-63
43642711000,2-lvl-node-3,-64
43647026000,2-lvl-node-3,-63
43680025000,2-lvl-node-2,-62
43685588000,2-lvl-node-1,-68
43691308000,2-lvl-node-2,-61
43710092000,2-lvl-node-3,-60
43714514000,2-lvl-node-3,-61
43788714000,2-lvl-node-2,-56
43795282000,2-lvl-node-1,-73
43799681000,2-lvl-node-1,-80
43902622000,2-lvl-node-1,-71
43907073000,2-lvl-node-1,-72
43911352000,2-lvl-node-2,-69
43922447000,2-lvl-node-3,-69
43926860000,2-lvl-node-3,-68
44013070000,2-lvl-node-2,-63
44029835000,2-lvl-node-3,-66
44108673000,2-lvl-node-1,-67
44113139000,2-lvl-node-1,-66
44135235000,2-lvl-node-3,-78
44139651000,2-lvl-node-3,-79
44208828000,2-lvl-node-1,-72
44242046000,2-lvl-node-3,-78
44311141000,2-lvl-node-1,-75
44316134000,2-lvl-node-2,-64
44350103000,2-lvl-node-3,-70
44423158000,2-lvl-node-1,-76
44521332000,2-lvl-node-2,-60
44525694000,2-lvl-node-2,-81
44559193000,2-lvl-node-3,-77
44621900000,2-lvl-node-2,-58
44627098000,2-lvl-node-1,-72
44733157000,2-lvl-node-1,-78
44737500000,2-lvl-node-2,-57
44768365000,2-lvl-node-3,-62
44833815000,2-lvl-node-1,-69
44838375000,2-lvl-node-2,-58
44872292000,2-lvl-node-3,-75
44941922000,2-lvl-node-1,-75
44947628000,2-lvl-node-2,-57
44972048000,2-lvl-node-3,-59
45081797000,2-lvl-node-3,-67
45152277000,2-lvl-node-1,-74
45156616000,2-lvl-node-2,-67
45162014000,2-lvl-node-2,-66
45252075000,2-lvl-node-2,-60
45262483000,2-lvl-node-1,-69
45266905000,2-lvl-node-1,-70
45290055000,2-lvl-node-3,-73
45362885000,2-lvl-node-2,-68
45383045000,2-lvl-node-1,-73
45400761000,2-lvl-node-3,-80
45406354000,2-lvl-node-3,-81
45470819000,2-lvl-node-2,-69
45513156000,2-lvl-node-3,-77
45572844000,2-lvl-node-2,-70
45578082000,2-lvl-node-1,-70
45613155000,2-lvl-node-3,-74
45617675000,2-lvl-node-3,-76
45678168000,2-lvl-node-2,-63
