timestamp_ns,device_name,rssi
6474306000,2-lvl-node-2,-86
6485331000,2-lvl-node-3,-66
6504766000,2-lvl-node-3,-68
6517735000,2-lvl-node-1,-84
6747100000,2-lvl-node-1,-80
6805516000,2-lvl-node-3,-69
6866601000,2-lvl-node-2,-84
6922583000,2-lvl-node-3,-72
6972431000,2-lvl-node-1,-78
7027236000,2-lvl-node-3,-70
7087711000,2-lvl-node-1,-77
7147799000,2-lvl-node-1,-76
7208180000,2-lvl-node-1,-78
7269897000,2-lvl-node-1,-77
7328932000,2-lvl-node-2,-82
7389415000,2-lvl-node-1,-81
7449036000,2-lvl-node-3,-66
7509054000,2-lvl-node-2,-84
7568184000,2-lvl-node-2,-82
7629833000,2-lvl-node-1,-90
7690713000,2-lvl-node-1,-82
7749674000,2-lvl-node-2,-80
7811360000,2-lvl-node-1,-80
7870987000,2-lvl-node-3,-72
7941160000,2-lvl-node-2,-81
8001995000,2-lvl-node-1,-83
8072762000,2-lvl-node-3,-71
8142308000,2-lvl-node-1,-84
8211590000,2-lvl-node-1,-86
8282104000,2-lvl-node-1,-87
9225948000,2-lvl-node-1,-82
9283173000,2-lvl-node-2,-83
9343327000,2-lvl-node-3,-74
9403958000,2-lvl-node-1,-74
9459455000,2-lvl-node-3,-69
9513479000,2-lvl-node-1,-73
9575329000,2-lvl-node-3,-70
9634188000,2-lvl-node-3,-69
9695388000,2-lvl-node-1,-74
9753727000,2-lvl-node-3,-75
9815863000,2-lvl-node-2,-81
9876211000,2-lvl-node-2,-83
9936090000,2-lvl-node-1,-72
9993875000,2-lvl-node-2,-81
10056521000,2-lvl-node-3,-73
10117318000,2-lvl-node-2,-84
10178787000,2-lvl-node-2,-81
10245421000,2-lvl-node-1,-77
10318219000,2-lvl-node-3,-71
10388306000,2-lvl-node-3,-70
10468332000,2-lvl-node-1,-79
10539791000,2-lvl-node-1,-71
10616358000,2-lvl-node-2,-82
10699525000,2-lvl-node-3,-77
10769982000,2-lvl-node-1,-69
10840418000,2-lvl-node-2,-79
10910225000,2-lvl-node-3,-75
10980717000,2-lvl-node-1,-72
11051650000,2-lvl-node-2,-80
11132289000,2-lvl-node-3,-74
11221518000,2-lvl-node-3,-75
11291805000,2-lvl-node-1,-70
11371705000,2-lvl-node-3,-74
11452700000,2-lvl-node-3,-73
11542821000,2-lvl-node-3,-72
11622749000,2-lvl-node-1,-86
11703207000,2-lvl-node-3,-74
11782261000,2-lvl-node-3,-75
11871029000,2-lvl-node-3,-73
11953758000,2-lvl-node-1,-83
12034330000,2-lvl-node-1,-80
12114426000,2-lvl-node-2,-82
12204539000,2-lvl-node-3,-68
12282566000,2-lvl-node-3,-67
12364993000,2-lvl-node-1,-87
12445694000,2-lvl-node-1,-86
12525989000,2-lvl-node-2,-83
12616560000,2-lvl-node-3,-72
12706869000,2-lvl-node-2,-82
12786322000,2-lvl-node-1,-81
12877278000,2-lvl-node-1,-83
12957570000,2-lvl-node-1,-81
13047826000,2-lvl-node-2,-80
13138131000,2-lvl-node-2,-81
13224033000,2-lvl-node-3,-66
13319531000,2-lvl-node-3,-65
13408764000,2-lvl-node-1,-82
13499302000,2-lvl-node-1,-84
13589878000,2-lvl-node-3,-72
13680292000,2-lvl-node-1,-83
13770331000,2-lvl-node-3,-71
13860651000,2-lvl-node-3,-72
13950164000,2-lvl-node-1,-84
14040852000,2-lvl-node-1,-83
14131245000,2-lvl-node-1,-84
14221526000,2-lvl-node-1,-90
14311625000,2-lvl-node-3,-73
14401921000,2-lvl-node-2,-80
14492255000,2-lvl-node-1,-91
14582615000,2-lvl-node-2,-79
14672889000,2-lvl-node-1,-83
14763355000,2-lvl-node-3,-70
14854078000,2-lvl-node-2,-80
14943613000,2-lvl-node-3,-65
15030745000,2-lvl-node-2,-79
15124912000,2-lvl-node-2,-80
15234515000,2-lvl-node-2,-81
15345039000,2-lvl-node-3,-72
15445854000,2-lvl-node-3,-70
15545349000,2-lvl-node-2,-80
15655974000,2-lvl-node-1,-86
15755992000,2-lvl-node-2,-79
15866643000,2-lvl-node-1,-83
15976873000,2-lvl-node-1,-84
16076855000,2-lvl-node-1,-87
16176896000,2-lvl-node-2,-80
16277740000,2-lvl-node-3,-72
16378226000,2-lvl-node-2,-81
16488167000,2-lvl-node-2,-79
16598392000,2-lvl-node-2,-80
16708506000,2-lvl-node-1,-83
16819712000,2-lvl-node-3,-65
16929268000,2-lvl-node-2,-79
17050242000,2-lvl-node-1,-87
17169514000,2-lvl-node-1,-88
17289983000,2-lvl-node-1,-89
17400426000,2-lvl-node-3,-71
17510870000,2-lvl-node-3,-72
17631166000,2-lvl-node-1,-84
17741230000,2-lvl-node-2,-80
17851578000,2-lvl-node-1,-83
17962709000,2-lvl-node-3,-65
18072495000,2-lvl-node-3,-72
18192562000,2-lvl-node-2,-79
18297894000,2-lvl-node-2,-80
18412951000,2-lvl-node-1,-95
18520165000,2-lvl-node-3,-70
18643304000,2-lvl-node-1,-85
18759209000,2-lvl-node-3,-65
18883908000,2-lvl-node-3,-66
18993955000,2-lvl-node-1,-91
19114335000,2-lvl-node-3,-72
19261075000,2-lvl-node-1,-90
19310265000,2-lvl-node-2,-79
19375147000,2-lvl-node-1,-95
19435325000,2-lvl-node-2,-80
19496969000,2-lvl-node-2,-81
19555768000,2-lvl-node-2,-79
19616435000,2-lvl-node-3,-66
20515582000,2-lvl-node-1,-85
20576789000,2-lvl-node-3,-65
20627499000,2-lvl-node-3,-66
20677135000,2-lvl-node-2,-80
20738072000,2-lvl-node-3,-72
20793657000,2-lvl-node-1,-90
20848457000,2-lvl-node-1,-91
20908859000,2-lvl-node-3,-66
20968955000,2-lvl-node-3,-72
21026636000,2-lvl-node-1,-92
21089030000,2-lvl-node-3,-70
21150244000,2-lvl-node-1,-90
21220076000,2-lvl-node-2,-79
21279586000,2-lvl-node-3,-72
21340666000,2-lvl-node-1,-91
21400658000,2-lvl-node-3,-66
21461454000,2-lvl-node-1,-92
21520315000,2-lvl-node-3,-67
21581808000,2-lvl-node-3,-66
21642192000,2-lvl-node-1,-85
21701943000,2-lvl-node-3,-72
21763264000,2-lvl-node-3,-66
21823504000,2-lvl-node-3,-72
21883332000,2-lvl-node-2,-81
21943575000,2-lvl-node-2,-80
22004331000,2-lvl-node-3,-70
22064016000,2-lvl-node-1,-87
22124688000,2-lvl-node-3,-72
22185001000,2-lvl-node-2,-79
22244579000,2-lvl-node-3,-70
22305909000,2-lvl-node-3,-66
22365310000,2-lvl-node-2,-80
22425286000,2-lvl-node-3,-83
22496241000,2-lvl-node-2,-79
22555574000,2-lvl-node-1,-88
22626942000,2-lvl-node-3,-72
22695439000,2-lvl-node-1,-84
22777418000,2-lvl-node-2,-80
22857267000,2-lvl-node-1,-83
22927366000,2-lvl-node-1,-84
22998134000,2-lvl-node-1,-90
23068039000,2-lvl-node-3,-70
23139499000,2-lvl-node-1,-88
23218979000,2-lvl-node-1,-89
23288764000,2-lvl-node-3,-66
23368125000,2-lvl-node-3,-67
23439828000,2-lvl-node-1,-87
23509203000,2-lvl-node-1,-86
23587505000,2-lvl-node-3,-72
23670599000,2-lvl-node-1,-84
23751124000,2-lvl-node-2,-82
23831373000,2-lvl-node-1,-85
23909541000,2-lvl-node-3,-70
23980751000,2-lvl-node-1,-87
24067235000,2-lvl-node-1,-97
24152262000,2-lvl-node-1,-94
24242610000,2-lvl-node-3,-65
24333221000,2-lvl-node-2,-81
24413411000,2-lvl-node-3,-71
24493612000,2-lvl-node-2,-84
24584111000,2-lvl-node-3,-72
