timestamp_ns,device_name,rssi
18958314000,2-lvl-node-3,-84
19005915000,2-lvl-node-1,-77
19018845000,2-lvl-node-2,-59
19103305000,2-lvl-node-1,-62
19422198000,2-lvl-node-2,-58
19427373000,2-lvl-node-1,-53
19443545000,2-lvl-node-2,-76
19462972000,2-lvl-node-3,-76
19530207000,2-lvl-node-1,-54
19534517000,2-lvl-node-1,-77
19552956000,2-lvl-node-2,-60
19557193000,2-lvl-node-2,-76
19630217000,2-lvl-node-1,-63
19635694000,2-lvl-node-1,-62
19651018000,2-lvl-node-2,-63
19732893000,2-lvl-node-1,-61
19758346000,2-lvl-node-2,-59
19859696000,2-lvl-node-2,-58
19883071000,2-lvl-node-3,-87
19891525000,2-lvl-node-3,-85
19940051000,2-lvl-node-1,-72
19974335000,2-lvl-node-2,-70
20048460000,2-lvl-node-1,-62
20056527000,2-lvl-node-1,-76
20071633000,2-lvl-node-2,-63
20079737000,2-lvl-node-3,-91
20166579000,2-lvl-node-1,-62
20183406000,2-lvl-node-2,-60
20262969000,2-lvl-node-1,-63
20267330000,2-lvl-node-1,-62
20293978000,2-lvl-node-3,-89
20298172000,2-lvl-node-3,-87
20302281000,2-lvl-node-2,-62
20373067000,2-lvl-node-1,-64
20377489000,2-lvl-node-1,-66
20387189000,2-lvl-node-2,-55
20472764000,2-lvl-node-1,-61
20477139000,2-lvl-node-1,-76
20489238000,2-lvl-node-3,-76
20497284000,2-lvl-node-2,-76
20580548000,2-lvl-node-1,-63
20584986000,2-lvl-node-1,-64
20603099000,2-lvl-node-3,-71
20681820000,2-lvl-node-1,-63
20689537000,2-lvl-node-1,-78
20703078000,2-lvl-node-2,-58
20789736000,2-lvl-node-1,-56
20798267000,2-lvl-node-2,-78
20803720000,2-lvl-node-2,-76
20808768000,2-lvl-node-3,-80
20892890000,2-lvl-node-1,-64
20901539000,2-lvl-node-2,-56
20906925000,2-lvl-node-2,-53
20911698000,2-lvl-node-1,-63
20917119000,2-lvl-node-3,-79
20921374000,2-lvl-node-3,-78
21003233000,2-lvl-node-1,-61
21010347000,2-lvl-node-1,-60
21021837000,2-lvl-node-3,-80
21026120000,2-lvl-node-3,-81
