timestamp_ns,device_name,rssi
22136417000,2-lvl-node-1,-58
22171368000,2-lvl-node-1,-57
22189018000,2-lvl-node-2,-73
22279819000,2-lvl-node-1,-54
22646240000,2-lvl-node-1,-56
22650590000,2-lvl-node-2,-63
22654848000,2-lvl-node-3,-70
22660510000,2-lvl-node-1,-54
22720883000,2-lvl-node-3,-64
22725211000,2-lvl-node-2,-68
22821694000,2-lvl-node-2,-59
22825947000,2-lvl-node-2,-58
22831237000,2-lvl-node-3,-57
22836677000,2-lvl-node-3,-76
22918456000,2-lvl-node-1,-56
22930480000,2-lvl-node-2,-70
23023007000,2-lvl-node-1,-62
23053041000,2-lvl-node-3,-73
23122581000,2-lvl-node-1,-55
23143020000,2-lvl-node-2,-63
23148353000,2-lvl-node-3,-79
23152614000,2-lvl-node-3,-80
23228313000,2-lvl-node-1,-53
23232869000,2-lvl-node-1,-52
23250169000,2-lvl-node-3,-78
23254497000,2-lvl-node-3,-77
23259913000,2-lvl-node-2,-76
23332330000,2-lvl-node-1,-57
23352215000,2-lvl-node-2,-69
23358429000,2-lvl-node-3,-76
23438314000,2-lvl-node-1,-55
23461819000,2-lvl-node-2,-61
23466121000,2-lvl-node-3,-70
23470277000,2-lvl-node-3,-69
23553120000,2-lvl-node-1,-54
23573049000,2-lvl-node-2,-69
23653064000,2-lvl-node-1,-60
23657302000,2-lvl-node-1,-61
23669238000,2-lvl-node-2,-74
23675595000,2-lvl-node-3,-72
23679924000,2-lvl-node-3,-70
23763029000,2-lvl-node-1,-79
23767327000,2-lvl-node-1,-71
23779750000,2-lvl-node-3,-68
23785272000,2-lvl-node-2,-73
23789462000,2-lvl-node-2,-72
23873063000,2-lvl-node-1,-57
23878243000,2-lvl-node-2,-73
23884743000,2-lvl-node-3,-65
23888948000,2-lvl-node-3,-76
23893159000,2-lvl-node-2,-76
23897314000,2-lvl-node-1,-56
23972440000,2-lvl-node-1,-49
23976928000,2-lvl-node-1,-50
23993089000,2-lvl-node-3,-79
23997413000,2-lvl-node-3,-78
24090768000,2-lvl-node-3,-74
24096343000,2-lvl-node-2,-69
24100569000,2-lvl-node-2,-68
24178376000,2-lvl-node-1,-60
24182677000,2-lvl-node-1,-59
24203406000,2-lvl-node-2,-78
24207755000,2-lvl-node-2,-79
24211941000,2-lvl-node-3,-72
24282986000,2-lvl-node-1,-71
24287301000,2-lvl-node-1,-74
24300906000,2-lvl-node-3,-84
24305268000,2-lvl-node-3,-85
24309452000,2-lvl-node-2,-71
24393059000,2-lvl-node-1,-53
24399361000,2-lvl-node-2,-66
24404722000,2-lvl-node-3,-78
24408999000,2-lvl-node-3,-81
24493050000,2-lvl-node-1,-55
24498564000,2-lvl-node-1,-53
24513421000,2-lvl-node-3,-69
24517837000,2-lvl-node-3,-68
24522028000,2-lvl-node-2,-77
24603051000,2-lvl-node-1,-63
24608562000,2-lvl-node-1,-66
24614838000,2-lvl-node-3,-60
24619173000,2-lvl-node-3,-59
24623389000,2-lvl-node-2,-63
24628731000,2-lvl-node-2,-62
24701662000,2-lvl-node-1,-51
24718911000,2-lvl-node-2,-70
24724262000,2-lvl-node-3,-68
24728522000,2-lvl-node-3,-76
24733918000,2-lvl-node-2,-75
24810466000,2-lvl-node-1,-49
24822989000,2-lvl-node-3,-72
24827349000,2-lvl-node-3,-75
24833754000,2-lvl-node-2,-72
24838010000,2-lvl-node-2,-76
24934741000,2-lvl-node-2,-71
24941180000,2-lvl-node-1,-45
25023079000,2-lvl-node-1,-48
25028559000,2-lvl-node-1,-47
25043245000,2-lvl-node-2,-68
25047591000,2-lvl-node-3,-73
25051894000,2-lvl-node-3,-77
25138393000,2-lvl-node-3,-75
25153074000,2-lvl-node-2,-61
25221752000,2-lvl-node-1,-75
25226061000,2-lvl-node-1,-77
25262924000,2-lvl-node-2,-67
25328317000,2-lvl-node-1,-55
25343157000,2-lvl-node-3,-70
25347495000,2-lvl-node-3,-69
25443363000,2-lvl-node-3,-72
25448908000,2-lvl-node-1,-53
25453111000,2-lvl-node-1,-54
